county,name,agency_collection_num,surv_year,collection_date,trap_nights,trap,trap_problem_bit,num_trap,sex,num_count,collection_type,code,site_latitude,site_longitude,collection_latitude,collection_longitude
LosAngeles,Greater LA County VCD,8452,2015,10/29/15 0:00,7,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.007367,-118.164349,34.007367,-118.164349
LosAngeles,Greater LA County VCD,7684,2015,10/9/15 0:00,7,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,3,abundance,GRLA,34.056676,-118.037935,34.056676,-118.037935
LosAngeles,Greater LA County VCD,7884,2015,10/9/15 0:00,7,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.058581,-118.05236,34.058581,-118.05236
LosAngeles,Greater LA County VCD,7689,2015,11/13/15 0:00,7,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,2,abundance,GRLA,34.056676,-118.037935,34.056676,-118.037935
LosAngeles,Greater LA County VCD,7690,2015,11/18/15 0:00,5,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.056676,-118.037935,34.056676,-118.037935
LosAngeles,Greater LA County VCD,7808,2015,11/18/15 0:00,5,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.048739,-118.047774,34.048739,-118.047774
LosAngeles,Greater LA County VCD,7688,2015,11/6/15 0:00,8,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,2,abundance,GRLA,34.056676,-118.037935,34.056676,-118.037935
LosAngeles,Greater LA County VCD,7806,2015,11/6/15 0:00,8,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.048739,-118.047774,34.048739,-118.047774
LosAngeles,Greater LA County VCD,7888,2015,11/6/15 0:00,8,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.058581,-118.05236,34.058581,-118.05236
LosAngeles,Greater LA County VCD,7929,2015,11/6/15 0:00,8,CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.058581,-118.05236,34.058581,-118.05236
LosAngeles,Greater LA County VCD,8453,2015,11/6/15 0:00,8,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,2,abundance,GRLA,34.007367,-118.164349,34.007367,-118.164349
LosAngeles,Greater LA County VCD,7691,2015,12/4/15 0:00,16,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,2,abundance,GRLA,34.056676,-118.037935,34.056676,-118.037935
LosAngeles,Greater LA County VCD,7932,2015,12/4/15 0:00,16,CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,3,abundance,GRLA,34.058581,-118.05236,34.058581,-118.05236
LosAngeles,Greater LA County VCD,7353,2015,4/10/15 0:00,14,BG Sentinel,FALSE,1,Females - Unfed,1,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,8435,2015,4/16/15 0:00,6,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.007367,-118.164349,34.007367,-118.164349
LosAngeles,Greater LA County VCD,7369,2015,5/7/15 0:00,8,BG Sentinel,FALSE,1,Females - Unfed,2,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,7390,2015,6/18/15 0:00,7,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,7991,2015,7/1/15 0:00,7,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.052144,-118.063391,34.052144,-118.063391
LosAngeles,Greater LA County VCD,7396,2015,7/2/15 0:00,8,CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,7397,2015,7/2/15 0:00,8,BG Sentinel,FALSE,1,Females - Unfed,42,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,7398,2015,7/2/15 0:00,8,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,7412,2015,7/30/15 0:00,7,CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,7414,2015,7/30/15 0:00,7,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,3,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,7674,2015,7/30/15 0:00,7,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,3,abundance,GRLA,34.056676,-118.037935,34.056676,-118.037935
LosAngeles,Greater LA County VCD,1704,2015,7/8/15 0:00,1,Carbon dioxide baited trap,FALSE,1,Females - Unfed,1,abundance,GRLA,34.034783,-118.045536,34.034783,-118.045536
LosAngeles,Greater LA County VCD,1715,2015,7/8/15 0:00,1,Carbon dioxide baited trap,FALSE,1,Females - Gravid,1,abundance,GRLA,33.930383,-118.003223,33.930383,-118.003223
LosAngeles,Greater LA County VCD,7539,2015,7/9/15 0:00,8,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.057812,-118.043765,34.057812,-118.043765
LosAngeles,Greater LA County VCD,7871,2015,7/9/15 0:00,8,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.058581,-118.05236,34.058581,-118.05236
LosAngeles,Greater LA County VCD,7912,2015,7/9/15 0:00,8,CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.058581,-118.05236,34.058581,-118.05236
LosAngeles,Greater LA County VCD,7676,2015,8/13/15 0:00,7,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,2,abundance,GRLA,34.056676,-118.037935,34.056676,-118.037935
LosAngeles,Greater LA County VCD,7794,2015,8/13/15 0:00,7,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.048739,-118.047774,34.048739,-118.047774
LosAngeles,Greater LA County VCD,7917,2015,8/13/15 0:00,7,CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.058581,-118.05236,34.058581,-118.05236
LosAngeles,Greater LA County VCD,8442,2015,8/20/15 0:00,7,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,3,abundance,GRLA,34.007367,-118.164349,34.007367,-118.164349
LosAngeles,Greater LA County VCD,7678,2015,8/27/15 0:00,7,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.056676,-118.037935,34.056676,-118.037935
LosAngeles,Greater LA County VCD,8443,2015,8/27/15 0:00,7,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.007367,-118.164349,34.007367,-118.164349
LosAngeles,Greater LA County VCD,7793,2015,8/6/15 0:00,7,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.048739,-118.047774,34.048739,-118.047774
LosAngeles,Greater LA County VCD,7916,2015,8/6/15 0:00,7,CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.058581,-118.05236,34.058581,-118.05236
LosAngeles,Greater LA County VCD,7436,2015,9/10/15 0:00,8,CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,9,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,7880,2015,9/10/15 0:00,8,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.058581,-118.05236,34.058581,-118.05236
LosAngeles,Greater LA County VCD,7440,2015,9/18/15 0:00,8,CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,5,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,7549,2015,9/18/15 0:00,8,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.057812,-118.043765,34.057812,-118.043765
LosAngeles,Greater LA County VCD,7547,2015,9/2/15 0:00,6,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,2,abundance,GRLA,34.057812,-118.043765,34.057812,-118.043765
LosAngeles,Greater LA County VCD,7682,2015,9/25/15 0:00,7,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,3,abundance,GRLA,34.056676,-118.037935,34.056676,-118.037935
LosAngeles,Greater LA County VCD,7882,2015,9/25/15 0:00,7,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.058581,-118.05236,34.058581,-118.05236
LosAngeles,Greater LA County VCD,209,2016,3/11/16 0:00,7,CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.058581,-118.05236,34.058581,-118.05236
LosAngeles,Greater LA County VCD,210,2016,3/11/16 0:00,7,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,306,2016,3/25/16 0:00,7,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Gravid,1,abundance,GRLA,34.056676,-118.037935,34.056676,-118.037935
LosAngeles,Greater LA County VCD,403,2016,4/1/16 0:00,7,BG Sentinel,FALSE,1,Females - Unfed,1,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,510,2016,4/8/16 0:00,7,CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,3,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,512,2016,4/8/16 0:00,7,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,516,2016,4/8/16 0:00,7,BG Sentinel,FALSE,1,Females - Unfed,2,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,1822,2016,5/16/16 0:00,1,BG Sentinel,FALSE,1,Females - Unfed,1,abundance,GRLA,34.087038,-118.276823,34.087038,-118.276823
LosAngeles,Greater LA County VCD,1562,2016,5/18/16 0:00,1,Carbon dioxide baited trap,FALSE,1,Females - Unfed,1,abundance,GRLA,34.030278,-118.070833,34.030278,-118.070833
LosAngeles,Greater LA County VCD,1816,2016,5/31/16 0:00,15,BG Sentinel,FALSE,1,Females - Unfed,2,abundance,GRLA,34.087038,-118.276823,34.087038,-118.276823
LosAngeles,Greater LA County VCD,2159,2016,6/15/16 0:00,1,BG Sentinel,FALSE,1,Females - Unfed,3,abundance,GRLA,34.087038,-118.276823,34.087038,-118.276823
LosAngeles,Greater LA County VCD,1812,2016,6/2/16 0:00,1,BG Sentinel,FALSE,1,Females - Unfed,3,abundance,GRLA,34.087038,-118.276823,34.087038,-118.276823
LosAngeles,Greater LA County VCD,2155,2016,6/23/16 0:00,8,BG Sentinel,FALSE,1,Females - Unfed,1,abundance,GRLA,34.087038,-118.276823,34.087038,-118.276823
LosAngeles,Greater LA County VCD,2302,2016,6/29/16 0:00,1,Carbon dioxide baited trap,FALSE,1,Females - Unfed,1,abundance,GRLA,33.930383,-118.003223,33.930383,-118.003223
LosAngeles,Greater LA County VCD,3304,2016,8/24/16 0:00,1,BG Sentinel,FALSE,1,Females - Unfed,18,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,3851,2016,9/28/16 0:00,1,Gravid trap,FALSE,1,Females - Unfed,2,abundance,GRLA,34.065966,-118.215458,34.065966,-118.215458
LosAngeles,Greater LA County VCD,4229,2017,10/17/17 0:00,13,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,13,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,4347,2017,10/17/17 0:00,22,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,2,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,4348,2017,10/17/17 0:00,22,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,2,abundance,GRLA,34.016615,-117.990843,34.016615,-117.990843
LosAngeles,Greater LA County VCD,4352,2017,10/17/17 0:00,22,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,33.930383,-118.003223,33.930383,-118.003223
LosAngeles,Greater LA County VCD,4313,2017,10/27/17 0:00,1,Gravid trap,FALSE,1,Females - Unfed,1,abundance,GRLA,34.116667,-118.111389,34.116667,-118.111389
LosAngeles,Greater LA County VCD,4313,2017,10/27/17 0:00,1,Gravid trap,FALSE,1,Females - Gravid,1,abundance,GRLA,34.116667,-118.111389,34.116667,-118.111389
LosAngeles,Greater LA County VCD,4324,2017,10/27/17 0:00,1,Carbon dioxide baited trap,FALSE,1,Females - Unfed,1,abundance,GRLA,34.116667,-118.111389,34.116667,-118.111389
LosAngeles,Greater LA County VCD,4492,2017,10/27/17 0:00,44,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.12105,-118.169606,34.12105,-118.169606
LosAngeles,Greater LA County VCD,4493,2017,10/27/17 0:00,44,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,18,abundance,GRLA,34.12,-118.120278,34.12,-118.120278
LosAngeles,Greater LA County VCD,4494,2017,10/27/17 0:00,44,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,17,abundance,GRLA,34.116667,-118.111389,34.116667,-118.111389
LosAngeles,Greater LA County VCD,4790,2017,11/21/17 0:00,1,Gravid trap,FALSE,1,Females - Unfed,1,abundance,GRLA,34.12,-118.120278,34.12,-118.120278
LosAngeles,Greater LA County VCD,4804,2017,11/21/17 0:00,1,Carbon dioxide baited trap,FALSE,1,Females - Unfed,1,abundance,GRLA,34.129044,-118.213978,34.129044,-118.213978
LosAngeles,Greater LA County VCD,4827,2017,11/21/17 0:00,26,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.12105,-118.169606,34.12105,-118.169606
LosAngeles,Greater LA County VCD,541,2017,4/12/17 0:00,1,Carbon dioxide baited trap,FALSE,1,Females - Unfed,1,abundance,GRLA,34.12,-118.120278,34.12,-118.120278
LosAngeles,Greater LA County VCD,3768,2017,5/17/17 0:00,13,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,3777,2017,6/13/17 0:00,27,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,1475,2017,6/14/17 0:00,1,Carbon dioxide baited trap,FALSE,1,Females - Unfed,2,abundance,GRLA,34.034783,-118.045536,34.034783,-118.045536
LosAngeles,Greater LA County VCD,1599,2017,6/19/17 0:00,28,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.12,-118.120278,34.12,-118.120278
LosAngeles,Greater LA County VCD,3786,2017,6/28/17 0:00,15,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,2,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,3793,2017,7/12/17 0:00,14,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,2,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,3800,2017,7/26/17 0:00,14,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,2,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,2339,2017,7/31/17 0:00,25,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,8,abundance,GRLA,34.12,-118.120278,34.12,-118.120278
LosAngeles,Greater LA County VCD,2340,2017,7/31/17 0:00,25,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.116667,-118.111389,34.116667,-118.111389
LosAngeles,Greater LA County VCD,1906,2017,7/7/17 0:00,1,Carbon dioxide baited trap,FALSE,1,Females - Unfed,1,abundance,GRLA,34.12,-118.120278,34.12,-118.120278
LosAngeles,Greater LA County VCD,2851,2017,8/17/17 0:00,17,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,9,abundance,GRLA,34.12,-118.120278,34.12,-118.120278
LosAngeles,Greater LA County VCD,2767,2017,8/18/17 0:00,1,Gravid trap,FALSE,1,Females - Gravid,1,abundance,GRLA,34.12,-118.120278,34.12,-118.120278
LosAngeles,Greater LA County VCD,3813,2017,8/22/17 0:00,13,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,2,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,3814,2017,8/22/17 0:00,13,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.016615,-117.990843,34.016615,-117.990843
LosAngeles,Greater LA County VCD,3042,2017,8/30/17 0:00,13,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Gravid,5,abundance,GRLA,34.12,-118.120278,34.12,-118.120278
LosAngeles,Greater LA County VCD,3011,2017,8/31/17 0:00,1,Carbon dioxide baited trap,FALSE,1,Females - Unfed,3,abundance,GRLA,34.12,-118.120278,34.12,-118.120278
LosAngeles,Greater LA County VCD,3012,2017,8/31/17 0:00,1,Carbon dioxide baited trap,FALSE,1,Females - Unfed,2,abundance,GRLA,34.116667,-118.111389,34.116667,-118.111389
LosAngeles,Greater LA County VCD,3807,2017,8/9/17 0:00,14,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,3812,2017,8/9/17 0:00,14,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,33.930383,-118.003223,33.930383,-118.003223
LosAngeles,Greater LA County VCD,3821,2017,9/12/17 0:00,21,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,2,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,3826,2017,9/12/17 0:00,21,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,33.985721,-117.956488,33.985721,-117.956488
LosAngeles,Greater LA County VCD,3400,2017,9/13/17 0:00,14,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,4,abundance,GRLA,34.12,-118.120278,34.12,-118.120278
LosAngeles,Greater LA County VCD,3401,2017,9/13/17 0:00,14,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,5,abundance,GRLA,34.116667,-118.111389,34.116667,-118.111389
LosAngeles,Greater LA County VCD,3697,2017,9/15/17 0:00,15,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.065966,-118.215458,34.065966,-118.215458
LosAngeles,Greater LA County VCD,3830,2017,9/25/17 0:00,13,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.016615,-117.990843,34.016615,-117.990843
LosAngeles,Greater LA County VCD,3836,2017,9/25/17 0:00,13,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,3,abundance,GRLA,33.930383,-118.003223,33.930383,-118.003223
LosAngeles,Greater LA County VCD,3494,2017,9/27/17 0:00,1,Carbon dioxide baited trap,FALSE,1,Females - Unfed,1,abundance,GRLA,34.116667,-118.111389,34.116667,-118.111389
LosAngeles,Greater LA County VCD,4943,2018,10/25/18 0:00,1,Carbon dioxide baited trap,FALSE,1,Females - Unfed,1,abundance,GRLA,34.102778,-118.262905,34.102778,-118.262905
LosAngeles,Greater LA County VCD,4651,2018,10/5/18 0:00,1,BG Sentinel,FALSE,1,Females - Unfed,25,abundance,GRLA,34.12,-118.120278,34.12,-118.120278
LosAngeles,Greater LA County VCD,1140,2018,5/16/18 0:00,1,BG Sentinel,FALSE,1,Females - Unfed,2,abundance,GRLA,34.12,-118.120278,34.12,-118.120278
LosAngeles,Greater LA County VCD,1452,2018,5/31/18 0:00,1,Carbon dioxide baited trap,FALSE,1,Females - Unfed,2,abundance,GRLA,34.12,-118.120278,34.12,-118.120278
LosAngeles,Greater LA County VCD,1488,2018,5/31/18 0:00,1,BG Sentinel,FALSE,1,Females - Unfed,1,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,1902,2018,6/14/18 0:00,1,BG Sentinel,FALSE,1,Females - Unfed,2,abundance,GRLA,34.12,-118.120278,34.12,-118.120278
LosAngeles,Greater LA County VCD,1903,2018,6/14/18 0:00,1,BG Sentinel,FALSE,1,Females - Unfed,1,abundance,GRLA,34.12105,-118.169606,34.12105,-118.169606
LosAngeles,Greater LA County VCD,1905,2018,6/14/18 0:00,1,BG Sentinel,FALSE,1,Females - Unfed,1,abundance,GRLA,34.140176,-118.238139,34.140176,-118.238139
LosAngeles,Greater LA County VCD,1960,2018,6/14/18 0:00,15,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,2,abundance,GRLA,34.12,-118.120278,34.12,-118.120278
LosAngeles,Greater LA County VCD,3433,2018,6/15/18 0:00,17,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,3,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,2167,2018,6/27/18 0:00,1,BG Sentinel,FALSE,1,Females - Unfed,1,abundance,GRLA,34.116667,-118.111389,34.116667,-118.111389
LosAngeles,Greater LA County VCD,2168,2018,6/27/18 0:00,1,BG Sentinel,FALSE,1,Females - Unfed,1,abundance,GRLA,34.12,-118.120278,34.12,-118.120278
LosAngeles,Greater LA County VCD,2466,2018,7/11/18 0:00,1,Carbon dioxide baited trap,FALSE,1,Females - Unfed,2,abundance,GRLA,34.12,-118.120278,34.12,-118.120278
LosAngeles,Greater LA County VCD,2470,2018,7/11/18 0:00,1,Carbon dioxide baited trap,FALSE,1,Females - Unfed,1,abundance,GRLA,34.140176,-118.238139,34.140176,-118.238139
LosAngeles,Greater LA County VCD,2477,2018,7/11/18 0:00,1,BG Sentinel,FALSE,1,Females - Unfed,5,abundance,GRLA,34.12,-118.120278,34.12,-118.120278
LosAngeles,Greater LA County VCD,2477,2018,7/11/18 0:00,1,BG Sentinel,FALSE,1,Females - Bloodfed,1,abundance,GRLA,34.12,-118.120278,34.12,-118.120278
LosAngeles,Greater LA County VCD,2690,2018,7/13/18 0:00,1,BG Sentinel,FALSE,1,Females - Unfed,1,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,2690,2018,7/13/18 0:00,1,BG Sentinel,FALSE,1,Females - Bloodfed,1,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
LosAngeles,Greater LA County VCD,3443,2018,7/16/18 0:00,16,Modified CDC Autocidal Gravid Ovitrap (counts),FALSE,1,Females - Unfed,1,abundance,GRLA,34.053973,-118.043293,34.053973,-118.043293
